Time sum_kwh count_users
20101 875.727 978
20103 670.858 978
20105 574.408 978
20107 532.823 978
20109 522.826 978
20111 519.43 978
20113 596.539 978
20115 862.816 978
20117 1218.883 978
20119 1429.305 978
20121 1523.292 978
20123 1581.549 978
20125 1603.086 978
20127 1553.46 978
20129 1470.157 978
20131 1461.055 978
20133 1590.81 978
20135 1814.36 978
20137 1592.836 978
20139 1481.264 978
20141 1358.891 978
20143 1395.911 978
20145 1398.646 978
20147 1155.485 978
20201 899.524 978
20203 687.808 978
20205 568.289 978
20207 530.261 978
20209 529.053 978
20211 563.772 978
20213 642.897 978
20215 894.219 978
20217 1236.221 978
20219 1448.836 978
20221 1560.693 978
20223 1647.268 978
20225 1628.487 978
20227 1616.869 978
20229 1579.296 978
20231 1557.461 978
20233 1638.279 978
20235 1832.338 978
20237 1653.228 978
20239 1482.597 978
20241 1427.825 978
20243 1456.56 978
20245 1444.785 978
20247 1179.351 978
20301 897.637 978
20303 677.146 978
20305 566.049 978
20307 550.437 978
20309 546.655 978
20311 553.105 978
20313 637.0120000000001 978
20315 875.331 978
20317 1248.881 978
20319 1504.442 978
20321 1557.676 978
20323 1585.842 978
20325 1577.752 978
20327 1500.091 978
20329 1456.865 978
20331 1460.636 978
20333 1564.6490000000001 978
20335 1801.983 978
20337 1707.711 978
20339 1529.602 978
20341 1434.242 978
20343 1367.692 978
20345 1400.497 978
20347 1182.661 978
20401 895.334 978
20403 663.996 978
20405 561.004 978
20407 530.915 978
20409 534.736 978
20411 549.232 978
20413 638.398 978
20415 875.762 978
20417 1203.431 978
20419 1437.884 978
20421 1526.196 978
20423 1576.29 978
20425 1615.468 978
20427 1538.143 978
20429 1514.912 978
20431 1533.751 978
20433 1584.528 978
20435 1699.669 978
20437 1595.772 978
20439 1524.044 978
20441 1436.521 978
20443 1410.764 978
20445 1391.039 978
20447 1119.618 978
20501 888.969 977
20503 692.131 977
20505 582.449 977
20507 523.491 977
20509 545.434 977
20511 552.988 977
20513 622.03 977
20515 871.83 977
20517 1206.798 977
20519 1432.172 977
20521 1566.747 977
20523 1547.123 977
20525 1598.224 977
20527 1596.341 977
20529 1488.522 977
20531 1466.411 977
20533 1590.849 977
20535 1643.408 977
20537 1522.639 977
20539 1369.325 977
20541 1309.74 977
20543 1347.235 977
20545 1385.534 977
20547 1154.838 977
20601 952.316 977
20603 765.555 977
20605 620.269 977
20607 569.41 977
20609 545.695 977
20611 537.397 977
20613 590.039 977
20615 742.535 977
20617 991.314 977
20619 1264.839 977
20621 1488.262 977
20623 1549.136 977
20625 1576.172 977
20627 1524.397 977
20629 1375.973 977
20631 1334.013 977
20633 1344.128 977
20635 1549.451 977
20637 1515.45 977
20639 1409.773 977
20641 1381.161 977
20643 1419.483 977
20645 1343.817 977
20647 1126.226 977
20701 943.122 977
20703 776.835 977
20705 668.6179999999999 977
20707 577.234 977
20709 548.6850000000001 977
20711 546.253 977
20713 584.816 977
20715 671.386 977
20717 858.912 977
20719 1091.206 977
20721 1367.072 977
20723 1450.52 977
20725 1530.287 977
20727 1475.151 977
20729 1402.88 977
20731 1286.363 977
20733 1303.275 977
20735 1344.621 977
20737 1411.406 977
20739 1267.756 977
20741 1265.907 977
20743 1336.63 977
20745 1293.637 977
20747 1081.387 977
20801 854.2 977
20803 691.333 977
20805 591.354 977
20807 554.8870000000001 977
20809 538.423 977
20811 550.936 977
20813 638.494 977
20815 903.539 977
20817 1181.603 977
20819 1420.912 977
20821 1512.182 977
20823 1562.744 977
20825 1580.453 977
20827 1555.136 977
20829 1528.132 977
20831 1475.035 977
20833 1601.662 977
20835 1718.073 977
20837 1594.826 977
20839 1447.837 977
20841 1400.466 977
20843 1405.57 977
20845 1437.2259999999999 977
20847 1131.999 977
20901 907.035 979
20903 684.274 979
20905 587.925 979
20907 546.395 979
20909 543.142 979
20911 556.901 979
20913 658.768 979
20915 869.373 979
20917 1266.842 979
20919 1459.2259999999999 979
20921 1616.071 979
20923 1562.335 979
20925 1566.55 979
20927 1618.182 979
20929 1613.735 979
20931 1631.45 979
20933 1778.414 979
20935 1896.597 979
20937 1701.604 979
20939 1532.1490000000001 979
20941 1467.857 979
20943 1490.108 979
20945 1473.113 979
20947 1197.618 979
21001 897.865 980
21003 683.433 980
21005 589.737 980
21007 539.8820000000001 980
21009 546.115 980
21011 566.733 980
21013 642.268 980
21015 881.937 980
21017 1225.676 980
21019 1496.272 980
21021 1644.888 980
21023 1643.822 980
21025 1685.41 980
21027 1647.782 980
21029 1556.833 980
21031 1487.544 980
21033 1638.759 980
21035 1824.991 980
21037 1685.166 980
21039 1538.155 980
21041 1442.61 980
21043 1470.166 980
21045 1406.704 980
21047 1147.604 980
21101 907.616 981
21103 681.553 981
21105 575.848 981
21107 539.2620000000001 981
21109 546.266 981
21111 564.251 981
21113 661.296 981
21115 927.06 981
21117 1261.901 981
21119 1488.166 981
21121 1560.913 981
21123 1624.55 981
21125 1640.1 981
21127 1523.2740000000001 981
21129 1517.912 981
21131 1525.654 981
21133 1557.697 981
21135 1643.631 981
21137 1570.75 981
21139 1417.152 981
21141 1401.124 981
21143 1465.58 981
21145 1492.06 981
21147 1208.977 981
21201 931.954 978
21203 694.352 978
21205 603.805 978
21207 557.2139999999999 978
21209 539.692 978
21211 595.356 978
21213 670.003 978
21215 927.766 978
21217 1230.85 978
21219 1592.7 978
21221 1694.144 978
21223 1729.852 978
21225 1792.714 978
21227 1737.216 978
21229 1597.5 978
21231 1575.152 978
21233 1656.797 978
21235 1763.407 978
21237 1673.583 978
21239 1456.575 978
21241 1413.058 978
21243 1428.743 978
21245 1413.927 978
21247 1202.784 978
21301 958.83 978
21303 774.838 978
21305 641.857 978
21307 568.154 978
21309 533.337 978
21311 567.044 978
21313 595.778 978
21315 733.182 978
21317 949.062 978
21319 1258.872 978
21321 1453.347 978
21323 1516.615 978
21325 1582.976 978
21327 1445.389 978
21329 1328.786 978
21331 1301.343 978
21333 1386.117 978
21335 1535.84 978
21337 1516.757 978
21339 1448.018 978
21341 1362.474 978
21343 1345.372 978
21345 1350.596 978
21347 1133.465 978
21401 915.485 978
21403 746.919 978
21405 640.49 978
21407 588.516 978
21409 560.283 978
21411 572.716 978
21413 588.926 978
21415 674.652 978
21417 905.988 978
21419 1132.973 978
21421 1416.766 978
21423 1525.366 978
21425 1546.243 978
21427 1426.57 978
21429 1375.051 978
21431 1270.751 978
21433 1283.159 978
21435 1330.172 978
21437 1322.192 978
21439 1332.89 978
21441 1279.3990000000001 978
21443 1362.483 978
21445 1250.857 978
21447 1097.492 978
21501 907.857 979
21503 737.655 979
21505 648.742 979
21507 591.394 979
21509 560.018 979
21511 576.111 979
21513 577.987 979
21515 666.255 979
21517 862.495 979
21519 1028.028 979
21521 1213.667 979
21523 1376.062 979
21525 1443.212 979
21527 1432.356 979
21529 1353.882 979
21531 1332.097 979
21533 1415.679 979
21535 1561.483 979
21537 1491.152 979
21539 1426.453 979
21541 1456.531 979
21543 1474.4279999999999 979
21545 1343.504 979
21547 1105.868 979
21601 890.421 979
21603 691.61 979
21605 597.574 979
21607 548.442 979
21609 544.261 979
21611 569.621 979
21613 653.999 979
21615 877.803 979
21617 1200.674 979
21619 1527.717 979
21621 1597.246 979
21623 1574.997 979
21625 1561.745 979
21627 1529.364 979
21629 1530.628 979
21631 1508.9 979
21633 1597.847 979
21635 1781.333 979
21637 1535.474 979
21639 1453.629 979
21641 1422.968 979
21643 1513.317 979
21645 1465.77 979
21647 1184.257 979
21701 907.418 981
21703 733.084 981
21705 606.347 981
21707 558.171 981
21709 543.295 981
21711 583.876 981
21713 669.581 981
21715 905.302 981
21717 1258.999 981
21719 1534.283 981
21721 1566.224 981
21723 1601.248 981
21725 1554.131 981
21727 1546.103 981
21729 1464.643 981
21731 1509.445 981
21733 1617.458 981
21735 1792.875 981
21737 1610.046 981
21739 1496.595 981
21741 1417.536 981
21743 1483.558 981
21745 1498.991 981
21747 1231.157 981
21801 930.041 979
21803 697.228 979
21805 594.377 979
21807 553.274 979
21809 545.048 979
21811 598.739 979
21813 649.811 979
21815 910.223 979
21817 1214.308 979
21819 1545.756 979
21821 1566.09 979
21823 1572.395 979
21825 1531.426 979
21827 1488.789 979
21829 1490.221 979
21831 1452.043 979
21833 1582.254 979
21835 1731.304 979
21837 1618.813 979
21839 1433.777 979
21841 1345.4 979
21843 1450.302 979
21845 1428.197 979
21847 1158.584 979
21901 902.759 980
21903 688.766 980
21905 593.38 980
21907 562.275 980
21909 554.619 980
21911 600.128 980
21913 655.427 980
21915 910.26 980
21917 1239.325 980
21919 1463.256 980
21921 1553.84 980
21923 1498.356 980
21925 1537.358 980
21927 1446.211 980
21929 1486.901 980
21931 1457.294 980
21933 1488.836 980
21935 1670.956 980
21937 1486.166 980
21939 1373.526 980
21941 1330.125 980
21943 1413.517 980
21945 1419.931 980
21947 1199.518 980
22001 960.824 980
22003 765.094 980
22005 622.436 980
22007 582.767 980
22009 551.106 980
22011 569.092 980
22013 614.992 980
22015 726.25 980
22017 953.639 980
22019 1206.785 980
22021 1410.595 980
22023 1472.139 980
22025 1459.09 980
22027 1387.471 980
22029 1346.031 980
22031 1265.494 980
22033 1299.731 980
22035 1471.718 980
22037 1495.38 980
22039 1414.174 980
22041 1341.609 980
22043 1363.713 980
22045 1325.058 980
22047 1111.795 980
22101 905.835 981
22103 750.984 981
22105 636.285 981
22107 577.304 981
22109 555.183 981
22111 573.16 981
22113 594.953 981
22115 705.785 981
22117 895.983 981
22119 1110.507 981
22121 1335.554 981
22123 1498.463 981
22125 1574.147 981
22127 1533.138 981
22129 1360.652 981
22131 1265.115 981
22133 1248.31 981
22135 1327.03 981
22137 1417.562 981
22139 1376.268 981
22141 1386.1490000000001 981
22143 1384.644 981
22145 1313.259 981
22147 1105.2740000000001 981
22201 872.019 980
22203 685.929 980
22205 588.857 980
22207 556.196 980
22209 551.52 980
22211 586.004 980
22213 682.337 980
22215 908.947 980
22217 1170.627 980
22219 1425.901 980
22221 1509.962 980
22223 1514.041 980
22225 1543.476 980
22227 1551.917 980
22229 1513.75 980
22231 1502.448 980
22233 1609.877 980
22235 1804.058 980
22237 1627.999 980
22239 1567.714 980
22241 1416.775 980
22243 1499.965 980
22245 1419.673 980
22247 1159.444 980
22301 866.8 980
22303 691.025 980
22305 570.47 980
22307 547.535 980
22309 534.112 980
22311 578.575 980
22313 669.145 980
22315 962.467 980
22317 1227.798 980
22319 1508.509 980
22321 1523.471 980
22323 1553.275 980
22325 1646.534 980
22327 1566.355 980
22329 1494.008 980
22331 1507.915 980
22333 1657.014 980
22335 1788.896 980
22337 1672.548 980
22339 1545.475 980
22341 1429.539 980
22343 1558.802 980
22345 1462.314 980
22347 1154.744 980
22401 873.274 980
22403 672.356 980
22405 596.701 980
22407 557.959 980
22409 536.3 980
22411 583.86 980
22413 681.263 980
22415 947.067 980
22417 1270.028 980
22419 1506.079 980
22421 1529.545 980
22423 1527.02 980
22425 1576.883 980
22427 1480.896 980
22429 1469.779 980
22431 1451.638 980
22433 1555.143 980
22435 1728.956 980
22437 1686.657 980
22439 1523.167 980
22441 1523.5 980
22443 1512.794 980
22445 1429.967 980
22447 1177.911 980
22501 901.414 981
22503 703.632 981
22505 586.775 981
22507 554.4110000000001 981
22509 539.555 981
22511 578.093 981
22513 655.172 981
22515 958.298 981
22517 1241.44 981
22519 1479.835 981
22521 1563.1009999999999 981
22523 1505.922 981
22525 1563.851 981
22527 1480.6 981
22529 1431.922 981
22531 1419.648 981
22533 1509.795 981
22535 1716.125 981
22537 1662.062 981
22539 1482.945 981
22541 1408.2839999999999 981
22543 1537.279 981
22545 1462.466 981
22547 1180.67 981
22601 925.526 982
22603 701.569 982
22605 603.51 982
22607 551.36 982
22609 535.872 982
22611 588.795 982
22613 670.057 982
22615 957.051 982
22617 1235.326 982
22619 1518.138 982
22621 1547.021 982
22623 1585.549 982
22625 1621.843 982
22627 1630.519 982
22629 1568.719 982
22631 1569.209 982
22633 1584.34 982
22635 1768.219 982
22637 1651.917 982
22639 1509.38 982
22641 1510.706 982
22643 1616.581 982
22645 1479.501 982
22647 1257.787 982
22701 981.102 982
22703 786.2090000000001 982
22705 651.87 982
22707 586.737 982
22709 561.903 982
22711 592.202 982
22713 631.188 982
22715 749.0 982
22717 963.942 982
22719 1217.219 982
22721 1516.477 982
22723 1560.967 982
22725 1592.807 982
22727 1470.045 982
22729 1382.636 982
22731 1426.539 982
22733 1401.961 982
22735 1592.049 982
22737 1540.209 982
22739 1449.2 982
22741 1405.335 982
22743 1481.245 982
22745 1348.472 982
22747 1142.537 982
22801 936.336 982
22803 730.885 982
22805 631.974 982
22807 571.782 982
22809 552.793 982
22811 579.563 982
22813 607.465 982
22815 654.76 982
22817 843.016 982
22819 1144.418 982
22821 1378.02 982
22823 1525.178 982
22825 1604.01 982
22827 1556.929 982
22829 1381.736 982
22831 1282.686 982
22833 1333.916 982
22835 1422.904 982
22837 1445.945 982
22839 1421.427 982
22841 1462.94 982
22843 1509.041 982
22845 1361.627 982
22847 1156.607 982
22901 916.805 982
22903 698.254 982
22905 610.694 982
22907 563.643 982
22909 547.932 982
22911 577.602 982
22913 685.518 982
22915 857.839 982
22917 1091.038 982
22919 1402.954 982
22921 1569.626 982
22923 1589.836 982
22925 1630.112 982
22927 1581.706 982
22929 1517.912 982
22931 1431.671 982
22933 1591.813 982
22935 1753.829 982
22937 1600.709 982
22939 1528.312 982
22941 1422.998 982
22943 1598.138 982
22945 1496.521 982
22947 1190.269 982
23001 934.166 983
23003 723.492 983
23005 588.679 983
23007 544.072 983
23009 549.965 983
23011 592.501 983
23013 698.387 983
23015 973.56 983
23017 1260.057 983
23019 1518.184 983
23021 1585.984 983
23023 1604.332 983
23025 1692.53 983
23027 1569.213 983
23029 1547.783 983
23031 1545.991 983
23033 1655.266 983
23035 1877.13 983
23037 1652.085 983
23039 1581.286 983
23041 1520.914 983
23043 1657.232 983
23045 1499.148 983
23047 1213.207 983
23101 914.237 983
23103 722.697 983
23105 601.513 983
23107 558.203 983
23109 565.55 983
23111 593.083 983
23113 667.207 983
23115 985.374 983
23117 1265.452 983
23119 1548.335 983
23121 1653.273 983
23123 1661.426 983
23125 1661.63 983
23127 1609.992 983
23129 1552.354 983
23131 1565.099 983
23133 1636.968 983
23135 1879.493 983
23137 1744.765 983
23139 1667.902 983
23141 1647.439 983
23143 1638.195 983
23145 1454.079 983
23147 1179.686 983
23201 914.646 983
23203 704.289 983
23205 596.434 983
23207 552.605 983
23209 545.541 983
23211 580.706 983
23213 674.088 983
23215 932.285 983
23217 1173.58 983
23219 1480.444 983
23221 1620.871 983
23223 1663.743 983
23225 1627.712 983
23227 1588.498 983
23229 1591.018 983
23231 1527.273 983
23233 1645.127 983
23235 1822.547 983
23237 1676.162 983
23239 1567.866 983
23241 1498.946 983
23243 1692.863 983
23245 1510.885 983
23247 1158.203 983
23301 900.2 983
23303 715.261 983
23305 622.058 983
23307 562.866 983
23309 559.178 983
23311 569.138 983
23313 679.412 983
23315 930.755 983
23317 1221.04 983
23319 1532.804 983
23321 1617.003 983
23323 1663.094 983
23325 1701.477 983
23327 1618.045 983
23329 1563.345 983
23331 1539.987 983
23333 1593.548 983
23335 1621.802 983
23337 1615.774 983
23339 1441.488 983
23341 1418.076 983
23343 1598.899 983
23345 1474.4279999999999 983
23347 1195.636 983
23401 959.636 983
23403 759.817 983
23405 643.01 983
23407 575.056 983
23409 554.814 983
23411 562.616 983
23413 626.681 983
23415 740.841 983
23417 973.294 983
23419 1278.3 983
23421 1447.6009999999999 983
23423 1468.022 983
23425 1451.792 983
23427 1421.811 983
23429 1347.117 983
23431 1308.619 983
23433 1362.863 983
23435 1609.488 983
23437 1717.513 983
23439 1593.566 983
23441 1568.94 983
23443 1565.379 983
23445 1328.625 983
23447 1135.894 983
23501 931.549 983
23503 756.285 983
23505 641.238 983
23507 581.725 983
23509 563.094 983
23511 569.859 983
23513 613.686 983
23515 699.7379999999999 983
23517 877.592 983
23519 1098.2740000000001 983
23521 1369.472 983
23523 1519.941 983
23525 1608.288 983
23527 1561.42 983
23529 1468.927 983
23531 1379.045 983
23533 1389.657 983
23535 1473.391 983
23537 1496.384 983
23539 1436.594 983
23541 1423.62 983
23543 1630.048 983
23545 1391.303 983
23547 1139.014 983
23601 861.838 983
23603 672.884 983
23605 609.039 983
23607 548.523 983
23609 533.7570000000001 983
23611 562.005 983
23613 651.501 983
23615 859.148 983
23617 1244.101 983
23619 1460.323 983
23621 1479.994 983
23623 1566.165 983
23625 1617.444 983
23627 1563.454 983
23629 1577.368 983
23631 1526.251 983
23633 1675.541 983
23635 1890.017 983
23637 1672.192 983
23639 1587.003 983
23641 1602.815 983
23643 1686.085 983
23645 1477.957 983
23647 1157.244 983
23701 904.287 983
23703 701.828 983
23705 587.634 983
23707 535.008 983
23709 537.924 983
23711 579.339 983
23713 670.487 983
23715 919.507 983
23717 1299.68 983
23719 1513.341 983
23721 1552.205 983
23723 1560.931 983
23725 1688.348 983
23727 1554.801 983
23729 1509.84 983
23731 1543.655 983
23733 1625.029 983
23735 1831.221 983
23737 1690.101 983
23739 1662.614 983
23741 1695.726 983
23743 1729.535 983
23745 1493.586 983
23747 1178.131 983
23801 903.078 983
23803 687.367 983
23805 602.524 983
23807 570.572 983
23809 553.75 983
23811 585.301 983
23813 683.193 983
23815 977.275 983
23817 1261.126 983
23819 1529.281 983
23821 1587.926 983
23823 1617.352 983
23825 1633.624 983
23827 1632.298 983
23829 1576.299 983
23831 1535.786 983
23833 1636.699 983
23835 1787.73 983
23837 1696.457 983
23839 1596.796 983
23841 1599.293 983
23843 1671.426 983
23845 1484.655 983
23847 1177.0 983
23901 914.591 983
23903 689.098 983
23905 577.782 983
23907 539.734 983
23909 531.958 983
23911 575.9350000000001 983
23913 702.14 983
23915 918.119 983
23917 1192.806 983
23919 1494.372 983
23921 1615.274 983
23923 1648.4470000000001 983
23925 1660.047 983
23927 1599.7450000000001 983
23929 1623.337 983
23931 1630.413 983
23933 1697.273 983
23935 1777.583 983
23937 1618.877 983
23939 1467.35 983
23941 1576.306 983
23943 1643.54 983
23945 1473.33 983
23947 1177.964 983
24001 901.447 983
24003 685.188 983
24005 588.515 983
24007 568.573 983
24009 555.423 983
24011 568.423 983
24013 668.252 983
24015 899.449 983
24017 1255.25 983
24019 1523.027 983
24021 1618.734 983
24023 1620.646 983
24025 1623.437 983
24027 1592.451 983
24029 1549.041 983
24031 1554.808 983
24033 1647.03 983
24035 1676.002 983
24037 1545.398 983
24039 1506.873 983
24041 1520.311 983
24043 1620.723 983
24045 1439.834 983
24047 1188.402 983
24101 957.078 983
24103 742.513 983
24105 645.573 983
24107 572.618 983
24109 556.572 983
24111 589.503 983
24113 622.343 983
24115 733.323 983
24117 965.206 983
24119 1296.401 983
24121 1500.557 983
24123 1468.217 983
24125 1580.968 983
24127 1539.098 983
24129 1342.639 983
24131 1351.475 983
24133 1370.176 983
24135 1519.699 983
24137 1518.578 983
24139 1456.741 983
24141 1531.336 983
24143 1548.888 983
24145 1388.52 983
24147 1178.558 983
24201 916.044 983
24203 741.808 983
24205 628.502 983
24207 552.537 983
24209 555.739 983
24211 572.502 983
24213 600.518 983
24215 679.102 983
24217 880.468 983
24219 1114.646 983
24221 1392.011 983
24223 1565.336 983
24225 1683.956 983
24227 1626.803 983
24229 1490.615 983
24231 1377.117 983
24233 1358.609 983
24235 1519.78 983
24237 1567.427 983
24239 1573.47 983
24241 1660.899 983
24243 1619.526 983
24245 1411.76 983
24247 1142.041 983
24301 896.02 983
24303 699.888 983
24305 618.599 983
24307 576.613 983
24309 563.114 983
24311 597.483 983
24313 712.886 983
24315 977.445 983
24317 1304.282 983
24319 1495.317 983
24321 1598.709 983
24323 1627.063 983
24325 1639.128 983
24327 1633.464 983
24329 1657.617 983
24331 1600.079 983
24333 1738.204 983
24335 1960.648 983
24337 1814.014 983
24339 1705.16 983
24341 1810.821 983
24343 1793.021 983
24345 1480.392 983
24347 1135.703 983
24401 840.202 983
24403 653.237 983
24405 592.297 983
24407 540.59 983
24409 547.912 983
24411 593.726 983
24413 712.478 983
24415 1117.566 983
24417 1379.703 983
24419 1507.47 983
24421 1604.779 983
24423 1650.018 983
24425 1610.623 983
24427 1600.618 983
24429 1528.544 983
24431 1583.585 983
24433 1688.748 983
24435 1891.281 983
24437 1664.087 983
24439 1569.636 983
24441 1735.49 983
24443 1730.531 983
24445 1440.275 983
24447 1127.42 983
24501 840.875 983
24503 646.838 983
24505 580.621 983
24507 537.483 983
24509 551.159 983
24511 579.108 983
24513 712.434 983
24515 1129.848 983
24517 1370.292 983
24519 1512.261 983
24521 1577.828 983
24523 1555.429 983
24525 1627.778 983
24527 1619.658 983
24529 1580.683 983
24531 1651.789 983
24533 1791.207 983
24535 2062.486 983
24537 1910.592 983
24539 1846.196 983
24541 1886.998 983
24543 1768.618 983
24545 1465.652 983
24547 1136.802 983
24601 861.096 983
24603 686.713 983
24605 611.987 983
24607 577.956 983
24609 547.998 983
24611 603.365 983
24613 743.709 983
24615 1091.319 983
24617 1347.244 983
24619 1512.484 983
24621 1524.9759999999999 983
24623 1483.021 983
24625 1513.889 983
24627 1498.416 983
24629 1447.725 983
24631 1461.176 983
24633 1664.825 983
24635 1961.445 983
24637 1760.377 983
24639 1597.803 983
24641 1797.847 983
24643 1810.298 983
24645 1487.829 983
24647 1175.587 983
24701 862.871 982
24703 665.936 982
24705 587.978 982
24707 556.551 982
24709 549.564 982
24711 582.523 982
24713 714.902 982
24715 1139.136 982
24717 1404.089 982
24719 1456.881 982
24721 1552.852 982
24723 1508.35 982
24725 1541.108 982
24727 1495.868 982
24729 1418.338 982
24731 1461.506 982
24733 1601.543 982
24735 1694.208 982
24737 1560.761 982
24739 1509.368 982
24741 1666.508 982
24743 1724.36 982
24745 1448.695 982
24747 1228.742 982
24801 992.805 982
24803 753.402 982
24805 633.538 982
24807 583.753 982
24809 547.78 982
24811 580.291 982
24813 597.6610000000001 982
24815 749.181 982
24817 1007.77 982
24819 1366.882 982
24821 1553.461 982
24823 1539.753 982
24825 1517.622 982
24827 1513.439 982
24829 1447.493 982
24831 1429.525 982
24833 1410.006 982
24835 1581.366 982
24837 1590.766 982
24839 1615.435 982
24841 1596.622 982
24843 1642.19 982
24845 1410.724 982
24847 1116.884 982
24901 947.429 982
24903 758.938 982
24905 632.014 982
24907 573.031 982
24909 557.598 982
24911 575.618 982
24913 612.049 982
24915 710.958 982
24917 902.342 982
24919 1143.112 982
24921 1318.056 982
24923 1542.95 982
24925 1724.083 982
24927 1686.228 982
24929 1562.219 982
24931 1418.724 982
24933 1388.466 982
24935 1519.907 982
24937 1559.925 982
24939 1609.794 982
24941 1727.624 982
24943 1649.406 982
24945 1443.76 982
24947 1103.326 982
25001 846.545 982
25003 645.535 982
25005 577.264 982
25007 549.814 982
25009 538.335 982
25011 575.273 982
25013 712.928 982
25015 1083.785 982
25017 1291.26 982
25019 1440.713 982
25021 1478.824 982
25023 1403.776 982
25025 1440.471 982
25027 1379.096 982
25029 1373.765 982
25031 1506.824 982
25033 1689.359 982
25035 1865.732 982
25037 1791.994 982
25039 1737.127 982
25041 1915.294 982
25043 1786.559 982
25045 1439.502 982
25047 1059.113 982
25101 848.686 982
25103 681.884 982
25105 610.717 982
25107 564.807 982
25109 554.485 982
25111 612.266 982
25113 762.706 982
25115 1128.843 982
25117 1395.0 982
25119 1475.476 982
25121 1521.023 982
25123 1544.426 982
25125 1586.243 982
25127 1548.357 982
25129 1510.489 982
25131 1568.997 982
25133 1788.104 982
25135 1985.89 982
25137 1672.333 982
25139 1584.401 982
25141 1815.74 982
25143 1842.638 982
25145 1508.33 982
25147 1158.658 982
25201 874.932 982
25203 682.162 982
25205 623.645 982
25207 573.89 982
25209 545.395 982
25211 595.748 982
25213 739.8820000000001 982
25215 1139.744 982
25217 1349.547 982
25219 1481.776 982
25221 1554.492 982
25223 1459.709 982
25225 1529.04 982
25227 1450.266 982
25229 1403.332 982
25231 1374.247 982
25233 1596.377 982
25235 1758.492 982
25237 1575.096 982
25239 1597.941 982
25241 1792.53 982
25243 1800.942 982
25245 1516.542 982
25247 1127.677 982
25301 892.884 981
25303 700.106 981
25305 590.192 981
25307 558.164 981
25309 547.152 981
25311 595.528 981
25313 741.461 981
25315 1186.116 981
25317 1337.521 981
25319 1455.393 981
25321 1452.7259999999999 981
25323 1408.413 981
25325 1439.14 981
25327 1423.1970000000001 981
25329 1398.963 981
25331 1475.944 981
25333 1628.835 981
25335 1786.844 981
25337 1570.985 981
25339 1488.381 981
25341 1744.862 981
25343 1773.134 981
25345 1434.074 981
25347 1079.002 981
25401 865.686 981
25403 678.609 981
25405 585.835 981
25407 558.881 981
25409 535.439 981
25411 593.418 981
25413 812.646 981
25415 1168.376 981
25417 1345.511 981
25419 1448.968 981
25421 1476.796 981
25423 1454.693 981
25425 1411.95 981
25427 1384.671 981
25429 1340.39 981
