mean_kwh day hour holiday 3_days_ago 4_days_ago 5_days_ago 6_days_ago 7_days_ago 8_days_ago
1.6503781205279058 197 10 False 1.6503781205279058 1.6503781205279058 1.6503781205279058 1.6503781205279058 1.6503781205279058 1.6503781205279058
1.6868463984735251 197 11 False 1.6868463984735251 1.6868463984735251 1.6868463984735251 1.6868463984735251 1.6868463984735251 1.6868463984735251
1.7626807123549053 197 12 False 1.7626807123549053 1.7626807123549053 1.7626807123549053 1.7626807123549053 1.7626807123549053 1.7626807123549053
1.7041663221497854 197 13 False 1.7041663221497854 1.7041663221497854 1.7041663221497854 1.7041663221497854 1.7041663221497854 1.7041663221497854
1.6636815073938622 197 14 False 1.6636815073938622 1.6636815073938622 1.6636815073938622 1.6636815073938622 1.6636815073938622 1.6636815073938622
1.6628960089044365 197 15 False 1.6628960089044365 1.6628960089044365 1.6628960089044365 1.6628960089044365 1.6628960089044365 1.6628960089044365
1.7530585148672286 197 16 False 1.7530585148672286 1.7530585148672286 1.7530585148672286 1.7530585148672286 1.7530585148672286 1.7530585148672286
1.901107489266974 197 17 False 1.901107489266974 1.901107489266974 1.901107489266974 1.901107489266974 1.901107489266974 1.901107489266974
1.772743520432501 197 18 False 1.772743520432501 1.772743520432501 1.772743520432501 1.772743520432501 1.772743520432501 1.772743520432501
1.5817816823024329 197 19 False 1.5817816823024329 1.5817816823024329 1.5817816823024329 1.5817816823024329 1.5817816823024329 1.5817816823024329
1.500329464143743 197 20 False 1.500329464143743 1.500329464143743 1.500329464143743 1.500329464143743 1.500329464143743 1.500329464143743
1.4928494196215614 197 21 False 1.4928494196215614 1.4928494196215614 1.4928494196215614 1.4928494196215614 1.4928494196215614 1.4928494196215614
1.5086072507552872 197 22 False 1.5086072507552872 1.5086072507552872 1.5086072507552872 1.5086072507552872 1.5086072507552872 1.5086072507552872
1.255922563205597 197 23 False 1.255922563205597 1.255922563205597 1.255922563205597 1.255922563205597 1.255922563205597 1.255922563205597
0.951767334605598 198 0 False 0.93489931604899 0.951767334605598 0.951767334605598 0.951767334605598 0.951767334605598 0.951767334605598
0.7408287213740459 198 1 False 0.7407992683314776 0.7408287213740459 0.7408287213740459 0.7408287213740459 0.7408287213740459 0.7408287213740459
0.660975986005089 198 2 False 0.6518549387625258 0.660975986005089 0.660975986005089 0.660975986005089 0.660975986005089 0.660975986005089
0.6222665394402035 198 3 False 0.6219793224113249 0.6222665394402035 0.6222665394402035 0.6222665394402035 0.6222665394402035 0.6222665394402035
0.6059064885496184 198 4 False 0.6114774932400191 0.6059064885496184 0.6059064885496184 0.6059064885496184 0.6059064885496184 0.6059064885496184
0.6304982506361324 198 5 False 0.6274087800222682 0.6304982506361324 0.6304982506361324 0.6304982506361324 0.6304982506361324 0.6304982506361324
0.7297614503816794 198 6 False 0.7496448226499125 0.7297614503816794 0.7297614503816794 0.7297614503816794 0.7297614503816794 0.7297614503816794
0.9839198473282442 198 7 False 0.9969826626371878 0.9839198473282442 0.9839198473282442 0.9839198473282442 0.9839198473282442 0.9839198473282442
1.329968193384224 198 8 False 1.3256985843804676 1.329968193384224 1.329968193384224 1.329968193384224 1.329968193384224 1.329968193384224
1.601933524173028 198 9 False 1.5878140607602989 1.601933524173028 1.601933524173028 1.601933524173028 1.601933524173028 1.601933524173028
1.7246073473282444 198 10 False 1.722629553045968 1.7246073473282444 1.7246073473282444 1.7246073473282444 1.7246073473282444 1.7246073473282444
1.7626145038167935 198 11 False 1.7726010815969462 1.7626145038167935 1.7626145038167935 1.7626145038167935 1.7626145038167935 1.7626145038167935
1.7845714058524174 198 12 False 1.8217949737553685 1.7845714058524174 1.7845714058524174 1.7845714058524174 1.7845714058524174 1.7845714058524174
1.7206455152671756 198 13 False 1.7530106569110864 1.7206455152671756 1.7206455152671756 1.7206455152671756 1.7206455152671756 1.7206455152671756
1.6467838740458014 198 14 False 1.7192653093685384 1.6467838740458014 1.6467838740458014 1.6467838740458014 1.6467838740458014 1.6467838740458014
1.6325559796437656 198 15 False 1.7186879274693811 1.6325559796437656 1.6325559796437656 1.6325559796437656 1.6325559796437656 1.6325559796437656
1.6794115776081424 198 16 False 1.850279465563862 1.6794115776081424 1.6794115776081424 1.6794115776081424 1.6794115776081424 1.6794115776081424
1.7729363867684478 198 17 False 1.981481151582631 1.7729363867684478 1.7729363867684478 1.7729363867684478 1.7729363867684478 1.7729363867684478
1.6728358778625954 198 18 False 1.814189279465564 1.6728358778625954 1.6728358778625954 1.6728358778625954 1.6728358778625954 1.6728358778625954
1.5366482188295163 198 19 False 1.6548592333386354 1.5366482188295163 1.5366482188295163 1.5366482188295163 1.5366482188295163 1.5366482188295163
1.4113640267175571 198 20 False 1.527374900588516 1.4113640267175571 1.4113640267175571 1.4113640267175571 1.4113640267175571 1.4113640267175571
1.4179643765903307 198 21 False 1.5211208843645618 1.4179643765903307 1.4179643765903307 1.4179643765903307 1.4179643765903307 1.4179643765903307
1.482907124681934 198 22 False 1.540791633529505 1.482907124681934 1.482907124681934 1.482907124681934 1.482907124681934 1.482907124681934
1.283365776081425 198 23 False 1.258993955781772 1.283365776081425 1.283365776081425 1.283365776081425 1.283365776081425 1.283365776081425
1.0216790712468191 199 0 False 0.9405149491094148 0.93489931604899 1.0216790712468191 1.0216790712468191 1.0216790712468191 1.0216790712468191
0.8088090012722646 199 1 False 0.7357468193384225 0.7407992683314776 0.8088090012722646 0.8088090012722646 0.8088090012722646 0.8088090012722646
0.6970294211195929 199 2 False 0.6524659669211196 0.6518549387625258 0.6970294211195929 0.6970294211195929 0.6970294211195929 0.6970294211195929
0.6429115776081425 199 3 False 0.6165329198473283 0.6219793224113249 0.6429115776081425 0.6429115776081425 0.6429115776081425 0.6429115776081425
0.6085090648854963 199 4 False 0.6123037531806617 0.6114774932400191 0.6085090648854963 0.6085090648854963 0.6085090648854963 0.6085090648854963
0.6061133905852417 199 5 False 0.6177312340966921 0.6274087800222682 0.6061133905852417 0.6061133905852417 0.6061133905852417 0.6061133905852417
0.6613309478371502 199 6 False 0.7397633587786259 0.7496448226499125 0.6613309478371502 0.6613309478371502 0.6613309478371502 0.6613309478371502
0.8074013994910942 199 7 False 1.021844465648855 0.9969826626371878 0.8074013994910942 0.8074013994910942 0.8074013994910942 0.8074013994910942
1.0652851463104325 199 8 False 1.3654737595419848 1.3256985843804676 1.0652851463104325 1.0652851463104325 1.0652851463104325 1.0652851463104325
1.3910256043257 199 9 False 1.615428276081425 1.5878140607602989 1.3910256043257 1.3910256043257 1.3910256043257 1.3910256043257
1.572614503816794 199 10 False 1.718559796437659 1.722629553045968 1.572614503816794 1.572614503816794 1.572614503816794 1.572614503816794
1.6664716921119591 199 11 False 1.756619751908397 1.7726010815969462 1.6664716921119591 1.6664716921119591 1.6664716921119591 1.6664716921119591
1.737061386768448 199 12 False 1.8031612595419848 1.8217949737553685 1.737061386768448 1.737061386768448 1.737061386768448 1.737061386768448
1.6496897264631043 199 13 False 1.7270459605597963 1.7530106569110864 1.6496897264631043 1.6496897264631043 1.6496897264631043 1.6496897264631043
1.5775311704834605 199 14 False 1.655651876590331 1.7192653093685384 1.5775311704834605 1.5775311704834605 1.5775311704834605 1.5775311704834605
1.5364451335877862 199 15 False 1.6707935750636134 1.7186879274693811 1.5364451335877862 1.5364451335877862 1.5364451335877862 1.5364451335877862
1.5804158715012722 199 16 False 1.7603223600508904 1.850279465563862 1.5804158715012722 1.5804158715012722 1.5804158715012722 1.5804158715012722
1.688876272264631 199 17 False 1.886701017811705 1.981481151582631 1.688876272264631 1.688876272264631 1.688876272264631 1.688876272264631
1.6268781806615775 199 18 False 1.7464996819338423 1.814189279465564 1.6268781806615775 1.6268781806615775 1.6268781806615775 1.6268781806615775
1.5562549300254451 199 19 False 1.5441614185750636 1.6548592333386354 1.5562549300254451 1.5562549300254451 1.5562549300254451 1.5562549300254451
1.4690408715012722 199 20 False 1.4252773536895675 1.527374900588516 1.4690408715012722 1.4690408715012722 1.4690408715012722 1.4690408715012722
1.442962786259542 199 21 False 1.4135505725190838 1.5211208843645618 1.442962786259542 1.442962786259542 1.442962786259542 1.442962786259542
1.397400127226463 199 22 False 1.5137523854961832 1.540791633529505 1.397400127226463 1.397400127226463 1.397400127226463 1.397400127226463
1.206293893129771 199 23 False 1.26791618956743 1.258993955781772 1.206293893129771 1.206293893129771 1.206293893129771 1.206293893129771
0.9884405216284988 200 0 False 0.955816823024328 0.9405149491094148 0.93489931604899 0.9884405216284988 0.9884405216284988 0.9884405216284988
0.8065095419847329 200 1 False 0.7513102242009858 0.7357468193384225 0.7407992683314776 0.8065095419847329 0.8065095419847329 0.8065095419847329
0.688316475826972 200 2 False 0.6603390046112259 0.6524659669211196 0.6518549387625258 0.688316475826972 0.688316475826972 0.688316475826972
0.6370739503816795 200 3 False 0.6232968675465097 0.6165329198473283 0.6219793224113249 0.6370739503816795 0.6370739503816795 0.6370739503816795
0.6164578562340967 200 4 False 0.6119597710287804 0.6123037531806617 0.6114774932400191 0.6164578562340967 0.6164578562340967 0.6164578562340967
0.6013791348600509 200 5 False 0.6155708379710606 0.6177312340966921 0.6274087800222682 0.6013791348600509 0.6013791348600509 0.6013791348600509
0.6305516857506361 200 6 False 0.7347597392272222 0.7397633587786259 0.7496448226499125 0.6305516857506361 0.6305516857506361 0.6305516857506361
0.7133710241730279 200 7 False 1.0128085546191763 1.021844465648855 0.9969826626371878 0.7133710241730279 0.7133710241730279 0.7133710241730279
0.8939728053435113 200 8 False 1.3551854030847512 1.3654737595419848 1.3256985843804676 0.8939728053435113 0.8939728053435113 0.8939728053435113
1.1533866094147582 200 9 False 1.5899960248052156 1.615428276081425 1.5878140607602989 1.1533866094147582 1.1533866094147582 1.1533866094147582
1.412930661577608 200 10 False 1.6503781205279058 1.718559796437659 1.722629553045968 1.412930661577608 1.412930661577608 1.412930661577608
1.5551999045801526 200 11 False 1.6868463984735251 1.756619751908397 1.7726010815969462 1.5551999045801526 1.5551999045801526 1.5551999045801526
1.673109732824427 200 12 False 1.7626807123549053 1.8031612595419848 1.8217949737553685 1.673109732824427 1.673109732824427 1.673109732824427
1.6186388358778627 200 13 False 1.7041663221497854 1.7270459605597963 1.7530106569110864 1.6186388358778627 1.6186388358778627 1.6186388358778627
1.505955788804071 200 14 False 1.6636815073938622 1.655651876590331 1.7192653093685384 1.505955788804071 1.505955788804071 1.505955788804071
1.394162372773537 200 15 False 1.6628960089044365 1.6707935750636134 1.7186879274693811 1.394162372773537 1.394162372773537 1.394162372773537
1.382173027989822 200 16 False 1.7530585148672286 1.7603223600508904 1.850279465563862 1.382173027989822 1.382173027989822 1.382173027989822
1.4441657124681937 200 17 False 1.901107489266974 1.886701017811705 1.981481151582631 1.4441657124681937 1.4441657124681937 1.4441657124681937
1.4432856234096694 200 18 False 1.772743520432501 1.7464996819338423 1.814189279465564 1.4432856234096694 1.4432856234096694 1.4432856234096694
1.4056404262086513 200 19 False 1.5817816823024329 1.5441614185750636 1.6548592333386354 1.4056404262086513 1.4056404262086513 1.4056404262086513
1.3843549618320612 200 20 False 1.500329464143743 1.4252773536895675 1.527374900588516 1.3843549618320612 1.3843549618320612 1.3843549618320612
1.396649332061069 200 21 False 1.4928494196215614 1.4135505725190838 1.5211208843645618 1.396649332061069 1.396649332061069 1.396649332061069
1.4275963740458013 200 22 False 1.5086072507552872 1.5137523854961832 1.540791633529505 1.4275963740458013 1.4275963740458013 1.4275963740458013
1.2123920165394404 200 23 False 1.255922563205597 1.26791618956743 1.258993955781772 1.2123920165394404 1.2123920165394404 1.2123920165394404
0.9356060750636132 201 0 False 0.951767334605598 0.955816823024328 0.9405149491094148 0.93489931604899 0.9356060750636132 0.9356060750636132
0.7376451972010178 201 1 False 0.7408287213740459 0.7513102242009858 0.7357468193384225 0.7407992683314776 0.7376451972010178 0.7376451972010178
0.6482687659033078 201 2 False 0.660975986005089 0.6603390046112259 0.6524659669211196 0.6518549387625258 0.6482687659033078 0.6482687659033078
0.6066067111959287 201 3 False 0.6222665394402035 0.6232968675465097 0.6165329198473283 0.6219793224113249 0.6066067111959287 0.6066067111959287
0.5901970419847329 201 4 False 0.6059064885496184 0.6119597710287804 0.6123037531806617 0.6114774932400191 0.5901970419847329 0.5901970419847329
0.5943885178117048 201 5 False 0.6304982506361324 0.6155708379710606 0.6177312340966921 0.6274087800222682 0.5943885178117048 0.5943885178117048
0.7100644083969466 201 6 False 0.7297614503816794 0.7347597392272222 0.7397633587786259 0.7496448226499125 0.7100644083969466 0.7100644083969466
0.9511836832061068 201 7 False 0.9839198473282442 1.0128085546191763 1.021844465648855 0.9969826626371878 0.9511836832061068 0.9511836832061068
1.264988072519084 201 8 False 1.329968193384224 1.3551854030847512 1.3654737595419848 1.3256985843804676 1.264988072519084 1.264988072519084
1.5143051844783717 201 9 False 1.601933524173028 1.5899960248052156 1.615428276081425 1.5878140607602989 1.5143051844783717 1.5143051844783717
1.621590330788804 201 10 False 1.7246073473282444 1.6503781205279058 1.718559796437659 1.722629553045968 1.621590330788804 1.621590330788804
1.711441475826972 201 11 False 1.7626145038167935 1.6868463984735251 1.756619751908397 1.7726010815969462 1.711441475826972 1.711441475826972
1.7464538804071248 201 12 False 1.7845714058524174 1.7626807123549053 1.8031612595419848 1.8217949737553685 1.7464538804071248 1.7464538804071248
1.687792461832061 201 13 False 1.7206455152671756 1.7041663221497854 1.7270459605597963 1.7530106569110864 1.687792461832061 1.687792461832061
1.6430629770992369 201 14 False 1.6467838740458014 1.6636815073938622 1.655651876590331 1.7192653093685384 1.6430629770992369 1.6430629770992369
1.656130089058524 201 15 False 1.6325559796437656 1.6628960089044365 1.6707935750636134 1.7186879274693811 1.656130089058524 1.656130089058524
1.7610289440203564 201 16 False 1.6794115776081424 1.7530585148672286 1.7603223600508904 1.850279465563862 1.7610289440203564 1.7610289440203564
1.878220737913486 201 17 False 1.7729363867684478 1.901107489266974 1.886701017811705 1.981481151582631 1.878220737913486 1.878220737913486
1.7276335877862596 201 18 False 1.6728358778625954 1.772743520432501 1.7464996819338423 1.814189279465564 1.7276335877862596 1.7276335877862596
1.5647083333333334 201 19 False 1.5366482188295163 1.5817816823024329 1.5441614185750636 1.6548592333386354 1.5647083333333334 1.5647083333333334
1.4495674300254455 201 20 False 1.4113640267175571 1.500329464143743 1.4252773536895675 1.527374900588516 1.4495674300254455 1.4495674300254455
1.482048664122137 201 21 False 1.4179643765903307 1.4928494196215614 1.4135505725190838 1.5211208843645618 1.482048664122137 1.482048664122137
1.5210593193384223 201 22 False 1.482907124681934 1.5086072507552872 1.5137523854961832 1.540791633529505 1.5210593193384223 1.5210593193384223
1.2363198155216286 201 23 False 1.283365776081425 1.255922563205597 1.26791618956743 1.258993955781772 1.2363198155216286 1.2363198155216286
0.9340617244670698 202 0 False 1.0216790712468191 0.951767334605598 0.955816823024328 0.9405149491094148 0.93489931604899 0.9340617244670698
0.7323291441298123 202 1 False 0.8088090012722646 0.7408287213740459 0.7513102242009858 0.7357468193384225 0.7407992683314776 0.7323291441298123
0.6538507795100222 202 2 False 0.6970294211195929 0.660975986005089 0.6603390046112259 0.6524659669211196 0.6518549387625258 0.6538507795100222
0.6190225898822781 202 3 False 0.6429115776081425 0.6222665394402035 0.6232968675465097 0.6165329198473283 0.6219793224113249 0.6190225898822781
0.6052158765510658 202 4 False 0.6085090648854963 0.6059064885496184 0.6119597710287804 0.6123037531806617 0.6114774932400191 0.6052158765510658
0.6309082087177855 202 5 False 0.6061133905852417 0.6304982506361324 0.6155708379710606 0.6177312340966921 0.6274087800222682 0.6309082087177855
0.7398415526566975 202 6 False 0.6613309478371502 0.7297614503816794 0.7347597392272222 0.7397633587786259 0.7496448226499125 0.7398415526566975
0.9763223035316576 202 7 False 0.8074013994910942 0.9839198473282442 1.0128085546191763 1.021844465648855 0.9969826626371878 0.9763223035316576
1.309849029589564 202 8 False 1.0652851463104325 1.329968193384224 1.3551854030847512 1.3654737595419848 1.3256985843804676 1.309849029589564
1.5766177219217306 202 9 False 1.3910256043257 1.601933524173028 1.5899960248052156 1.615428276081425 1.5878140607602989 1.5766177219217306
1.7147416481069042 202 10 False 1.572614503816794 1.7246073473282444 1.6503781205279058 1.718559796437659 1.722629553045968 1.7147416481069042
1.7741568565065224 202 11 False 1.6664716921119591 1.7626145038167935 1.6868463984735251 1.756619751908397 1.7726010815969462 1.7741568565065224
1.8092402163538024 202 12 False 1.737061386768448 1.7845714058524174 1.7626807123549053 1.8031612595419848 1.8217949737553685 1.8092402163538024
1.7311624244352528 202 13 False 1.6496897264631043 1.7206455152671756 1.7041663221497854 1.7270459605597963 1.7530106569110864 1.7311624244352528
1.6964277760101811 202 14 False 1.5775311704834605 1.6467838740458014 1.6636815073938622 1.655651876590331 1.7192653093685384 1.6964277760101811
1.690131084950684 202 15 False 1.5364451335877862 1.6325559796437656 1.6628960089044365 1.6707935750636134 1.7186879274693811 1.690131084950684
1.7978942093541204 202 16 False 1.5804158715012722 1.6794115776081424 1.7530585148672286 1.7603223600508904 1.850279465563862 1.7978942093541204
1.920706967865097 202 17 False 1.688876272264631 1.7729363867684478 1.901107489266974 1.886701017811705 1.981481151582631 1.920706967865097
1.768244034362075 202 18 False 1.6268781806615775 1.6728358778625954 1.772743520432501 1.7464996819338423 1.814189279465564 1.768244034362075
1.57049761374483 202 19 False 1.5562549300254451 1.5366482188295163 1.5817816823024329 1.5441614185750636 1.6548592333386354 1.57049761374483
1.4683121221762647 202 20 False 1.4690408715012722 1.4113640267175571 1.500329464143743 1.4252773536895675 1.527374900588516 1.4683121221762647
1.5042877823735283 202 21 False 1.442962786259542 1.4179643765903307 1.4928494196215614 1.4135505725190838 1.5211208843645618 1.5042877823735283
1.5266045179764558 202 22 False 1.397400127226463 1.482907124681934 1.5086072507552872 1.5137523854961832 1.540791633529505 1.5266045179764558
1.2372554883868916 202 23 False 1.206293893129771 1.283365776081425 1.255922563205597 1.26791618956743 1.258993955781772 1.2372554883868916
0.9201456078930615 203 0 False 0.9884405216284988 1.0216790712468191 0.951767334605598 0.955816823024328 0.9405149491094148 0.93489931604899
0.7259740611075748 203 1 False 0.8065095419847329 0.8088090012722646 0.7408287213740459 0.7513102242009858 0.7357468193384225 0.7407992683314776
0.6394516231699554 203 2 False 0.688316475826972 0.6970294211195929 0.660975986005089 0.6603390046112259 0.6524659669211196 0.6518549387625258
0.6084217059197963 203 3 False 0.6370739503816795 0.6429115776081425 0.6222665394402035 0.6232968675465097 0.6165329198473283 0.6219793224113249
0.6035502864417569 203 4 False 0.6164578562340967 0.6085090648854963 0.6059064885496184 0.6119597710287804 0.6123037531806617 0.6114774932400191
0.6205362826225334 203 5 False 0.6013791348600509 0.6061133905852417 0.6304982506361324 0.6155708379710606 0.6177312340966921 0.6274087800222682
0.7379761298535964 203 6 False 0.6305516857506361 0.6613309478371502 0.7297614503816794 0.7347597392272222 0.7397633587786259 0.7496448226499125
1.002718809675366 203 7 False 0.7133710241730279 0.8074013994910942 0.9839198473282442 1.0128085546191763 1.021844465648855 0.9969826626371878
1.3006249204328453 203 8 False 0.8939728053435113 1.0652851463104325 1.329968193384224 1.3551854030847512 1.3654737595419848 1.3256985843804676
1.5944729471674093 203 9 False 1.1533866094147582 1.3910256043257 1.601933524173028 1.5899960248052156 1.615428276081425 1.5878140607602989
1.686447008274984 203 10 False 1.412930661577608 1.572614503816794 1.7246073473282444 1.6503781205279058 1.718559796437659 1.722629553045968
1.7279301400381923 203 11 False 1.5551999045801526 1.6664716921119591 1.7626145038167935 1.6868463984735251 1.756619751908397 1.7726010815969462
1.7807753023551878 203 12 False 1.673109732824427 1.737061386768448 1.7845714058524174 1.7626807123549053 1.8031612595419848 1.8217949737553685
1.7016123488224062 203 13 False 1.6186388358778627 1.6496897264631043 1.7206455152671756 1.7041663221497854 1.7270459605597963 1.7530106569110864
1.6676890515595162 203 14 False 1.505955788804071 1.5775311704834605 1.6467838740458014 1.6636815073938622 1.655651876590331 1.7192653093685384
